ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,103999 ALUMINUM TOTAL RECOVERABLE ug/L,20107 CALCIUM DISSOLVED/FILTERED mg/L,20110 CALCIUM DISSOLVED/FILTERED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,29009 COPPER TOTAL (CU) mg/L,80030 COPPER TOTAL RECOVERABLE ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,28009 NICKEL TOTAL mg/L,80039 NICKEL TOTAL RECOVERABLE ug/L,7205 NITROGEN DISSOLVED NITRITE mg/L,7206 NITROGEN DISSOLVED NITRITE mg/L,7110 NITROGEN DISSOLVED NO3 & NO2 mg/L,7111 NITROGEN DISSOLVED NO3 & NO2 mg/L,7906 NITROGEN PARTICULATE TOTAL mg/L,100922 OXYGEN DISSOLVED (FIELD METER) mg/L,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,8102 OXYGEN DISSOLVED (FIELD METER) mg/L,8101 OXYGEN DISSOLVED (WINKLER) mg/L,10301 PH (LAB) pH units,15422 PHOSPHORUS TOTAL (P) mg/L,15114 PHOSPHORUS TOTAL DISSOLVED mg/L,2074 TURBIDITY NTU,23009 VANADIUM TOTAL mg/L,80055 VANADIUM TOTAL RECOVERABLE ug/L
ABS002,88AB003274,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,08/18/1988 10:30:00,,,15,,,0.002,,,0.003,,L0.005,,,0.023,0.18,,,,,7.5,,,5.3,L0.002,
ABS002,89AB003284,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/13/1989 12:30:00,,,,,,,,,,,,,,,,,,9.6,,,,,,,
ABS002,89AB003285,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/13/1989 12:31:00,,,,,,,,,,,,,,,,,,9.5,,,,,,,
ABS002,89AB003286,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/13/1989 12:32:00,,,,,,,,,,,,,,,,,,9.4,,,,,,,
ABS002,89AB003287,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/13/1989 12:33:00,,,,,,,,,,,,,,,,,,9.2,,,,,,,
ABS002,89AB003288,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/13/1989 12:34:00,,,,,,,,,,,,,,,,,,8.9,,,,,,,
ABS002,89AB003289,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/13/1989 12:35:00,,,,,,,,,,,,,,,,,,9.44,,,,,,,
ABS002,89AB003290,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/13/1989 12:36:00,,,,,,,,,,,,,,,,,,8.6,,,,,,,
ABS002,90AB001758,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,03/16/1990 11:31:00,,21,,,,,,,,,0.001,,,0.07,,,,11,11.38,7.28,0.0187,0.014,,,
ABS002,90AB001759,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,03/16/1990 11:32:00,,,,,,,,,,,,,,,,,,10.2,,,,,,,
ABS002,90AB001760,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,03/16/1990 11:33:00,,20,,,,,,,,,0.001,,,0.09,,,,9.7,9.44,7.23,0.0143,0.0116,,,
ABS002,90AB001761,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,03/16/1990 11:34:00,,,,,,,,,,,,,,,,,,6.3,,,,,,,
ABS002,90AB001762,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,03/16/1990 11:35:00,,21,,,,,,,,,0.001,,,0.138,,,,4.5,4.89,7.15,0.0169,0.0132,,,
ABS002,90AB001763,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/21/1990 16:30:00,,,,,,,,,,,,,,,,,,9.9,,,,,,,
ABS002,90AB001764,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/21/1990 16:31:00,,,,,,,,,,,,,,,,,,9.9,,,,,,,
ABS002,90AB001765,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/21/1990 16:32:00,,,,,,,,,,,,,,,,,,9.9,,,,,,,
ABS002,90AB001766,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/21/1990 16:33:00,,,,,,,,,,,,,,,,,,9.2,,,,,,,
ABS002,90AB001767,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/21/1990 16:34:00,,,,,,,,,,,,,,,,,,8,,,,,,,
ABS002,91AB002492,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,01/23/1991 15:01:00,,28,,,,,,,,,0.007,,,0.027,,,,12.34,,8.23,0.0127,,,,
ABS002,91AB002493,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,01/23/1991 15:02:00,,,,,,,,,,,,,,,,,,11.6,,,,,,,
ABS002,91AB002494,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,01/23/1991 15:03:00,,19,,,,,,,,,0.001,,,0.078,,,,11.29,,7.04,0.0128,,,,
ABS002,91AB002495,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,01/23/1991 15:04:00,,,,,,,,,,,,,,,,,,8.69,,,,,,,
ABS002,91AB002496,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,01/23/1991 15:05:00,,20,,,,,,,,,0.001,,,0.193,,,,6.66,,7.03,0.0162,,,,
ABS002,91AB002497,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/15/1991 16:30:00,,,,,,,,,,,,,,,,,,9.6,,,,,,,
ABS002,91AB002498,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/15/1991 16:31:00,,,,,,,,,,,,,,,,,,9.4,,,,,,,
ABS002,91AB002499,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/15/1991 16:32:00,,,,,,,,,,,,,,,,,,9.3,,,,,,,
ABS002,91AB002500,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/15/1991 16:33:00,,,,,,,,,,,,,,,,,,9.3,,,,,,,
ABS002,91AB002501,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/15/1991 16:34:00,,,,,,,,,,,,,,,,,,9,,,,,,,
ABS002,91AB002502,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/15/1991 16:35:00,,,,,,,,,,,,,,,,,,2.9,,,,,,,
ABS002,91AB002503,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/15/1991 16:36:00,,,,,,,,,,,,,,,,,,0.4,,,,,,,
ABS002,92AB002672,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/12/1992 16:40:00,,,,,,,,,,,,,,,,,,8.74,,,,,,,
ABS002,92AB002673,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/12/1992 16:41:00,,,,,,,,,,,,,,,,,,8.73,,,,,,,
ABS002,92AB002674,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/12/1992 16:42:00,,,,,,,,,,,,,,,,,,8.95,,,,,,,
ABS002,92AB002675,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/12/1992 16:43:00,,,,,,,,,,,,,,,,,,8.69,,,,,,,
ABS002,92AB002676,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/12/1992 16:44:00,,,,,,,,,,,,,,,,,,8.14,,,,,,,
ABS002,92AB002677,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/12/1992 16:45:00,,,,,,,,,,,,,,,,,,7.69,,,,,,,
ABS002,93AB002994,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:00:00,,,,,,,,,,,,,,,,,,9.82,,,,,,,
ABS002,93AB002995,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:01:00,,,,,,,,,,,,,,,,,,9.66,,,,,,,
ABS002,93AB002996,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:02:00,,,,,,,,,,,,,,,,,,9.65,,,,,,,
ABS002,93AB002997,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:03:00,,,,,,,,,,,,,,,,,,9.61,,,,,,,
ABS002,93AB002998,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:04:00,,,,,,,,,,,,,,,,,,9.5,,,,,,,
ABS002,93AB002999,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:05:00,,,,,,,,,,,,,,,,,,9.06,,,,,,,
ABS002,93AB003000,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:06:00,,,,,,,,,,,,,,,,,,8.96,,,,,,,
ABS002,93AB003001,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,07/14/1993 11:07:00,,,,,,,,,,,,,,,,,,8.06,,,,,,,
ABS002,94AB001062,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,03/11/1994 09:45:00,,21,,,,,,,,,,0.001,,0.056,,,,12.1,,7.56,0.0165,0.0134,,,
ABS002,94AB001063,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,03/11/1994 09:46:00,,,,,,,,,,,,,,,,,,10.85,,,,,,,
ABS002,94AB001064,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,03/11/1994 09:47:00,,20,,,,,,,,,,0.001,,0.071,,,,10.32,,7.44,0.015,0.0131,,,
ABS002,94AB001065,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,03/11/1994 09:48:00,,,,,,,,,,,,,,,,,,8.77,,,,,,,
ABS002,94AB001066,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,,03/11/1994 09:49:00,,21,,,,,,,,,,0.002,,0.191,,,,4.63,,7.18,0.0176,0.0149,,,
ABS002,94AB001067,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,03/11/1994 09:50:00,,,,,,,,,,,,,,,,,,1.8,,,,,,,
ABS019,96SWE02508,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/01/1996 10:45:00,,,,,,,,,,,,,,,,7.89,,,,,,,,,
ABS019,96SWE02510,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/01/1996 10:47:00,,,,,,,,,,,,,,,,7.86,,,,,,,,,
ABS019,96SWE02512,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/01/1996 10:49:00,,,,,,,,,,,,,,,,7.84,,,,,,,,,
ABS019,96SWE02514,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/01/1996 10:51:00,,,,,,,,,,,,,,,,7.85,,,,,,,,,
ABS019,96SWE02516,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/01/1996 10:53:00,,,,,,,,,,,,,,,,7.79,,,,,,,,,
ABS019,96SWE02517,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/01/1996 10:54:00,,,,,,,,,,,,,,,,7.76,,,,,,,,,
ABS019,97SWE00263,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,Lake Profile data from :lk064.xls.  VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  Three lab conductivities on some of these samples also confirm that a transcription error most likely occurred.  28-Jun-12 Lisa Reinbolt,02/27/1997 13:00:00,,,," 18",,,,,,,,," 0.059",,,11.8,,,," 7.05",0.022,,,,
ABS019,97SWE00264,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  Three lab conductivities on some of these samples also confirm that a transcription error most likely occurred.  28-Jun-12 Lisa Reinbolt,02/27/1997 13:03:00,,,,,,,,,,,,,,,,11.96,,,,,,,,,
ABS019,97SWE00265,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  Three lab conductivities on some of these samples also confirm that a transcription error most likely occurred.  28-Jun-12 Lisa Reinbolt,02/27/1997 13:05:00,,,," 17.2",,,,,,,,," 0.023",,,11.1,,,," 6.98",0.0177,,,,
ABS019,97SWE00266,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  Three lab conductivities on some of these samples also confirm that a transcription error most likely occurred.  28-Jun-12 Lisa Reinbolt,02/27/1997 13:07:00,,,,,,,,,,,,,,,,8.53,,,,,,,,,
ABS019,97SWE00267,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N," VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  Three lab conductivities on some of these samples also confirm that a transcription error most likely occurred.  28-Jun-12 Lisa Reinbolt",02/27/1997 13:10:00,,,,,,,,,,,,," 0.122",,,5.47,,,,,0.0209,,,,
ABS019,97SWE00268,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  Three lab conductivities on some of these samples also confirm that a transcription error most likely occurred.  28-Jun-12 Lisa Reinbolt,02/27/1997 13:13:00,,,,,,,,,,,,,,,,2.87,,,,,,,,,
ABS019,97SWE00269,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  Three lab conductivities on some of these samples also confirm that a transcription error most likely occurred.  28-Jun-12 Lisa Reinbolt,02/27/1997 13:15:00,,,," 18.2",,,,,,,,," 0.215",,,0.77,,,," 6.77",0.0276,,,,
ABS019,97SWE02811,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 09:55:17,,,,,,,,,,,,,,,,8.73,,,,,,,,,
ABS019,97SWE02813,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 09:56:32,,,,,,,,,,,,,,,,8.69,,,,,,,,,
ABS019,97SWE02815,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 09:57:33,,,,,,,,,,,,,,,,8.58,,,,,,,,,
ABS019,97SWE02817,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 10:00:00,,,,,,,,,,,,,,,,8.5,,,,,,,,,
ABS019,97SWE02819,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 10:03:56,,,,,,,,,,,,,,,,8.44,,,,,,,,,
ABS019,97SWE02820,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 10:05:33,,,,,,,,,,,,,,,,8.51,,,,,,,,,
ABS019,97SWE02821,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 10:06:38,,,,,,,,,,,,,,,,8.12,,,,,,,,,
ABS019,97SWE02822,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,VMV code 100924 Specific Conductance (Field) was changed due to a suspected transcription error.  The value was divided by ten.  The decision to do this was based on historical data from 1973 to 2008 in which the conductivity was consistently ten times lower than the data in this profile.  28-Jun-12 Lisa Reinbolt,08/20/1997 10:09:36,,,,,,,,,,,,,,,,5.78,,,,,,,,,
ABS019,00SWE03778,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2000 13:33:00,,,,,,,,,,,,,,,,9.68,,,,,,,,,
ABS019,00SWE03780,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2000 13:35:00,,,,,,,,,,,,,,,,9.68,,,,,,,,,
ABS019,00SWE03782,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2000 13:37:00,,,,,,,,,,,,,,,,9.57,,,,,,,,,
ABS019,00SWE03784,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2000 13:39:00,,,,,,,,,,,,,,,,9.47,,,,,,,,,
ABS019,00SWE03785,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2000 13:40:00,,,,,,,,,,,,,,,,9.37,,,,,,,,,
ABS019,00SWE03786,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2000 13:41:00,,,,,,,,,,,,,,,,9.18,,,,,,,,,
ABS019,04SWE01066,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,Lake Profile data from :Parks Field Data 2004.csv,06/22/2004 08:25:00,,,,,,,,,,,,,,,,9.42,,,,,,,,,
ABS019,04SWE01067,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/22/2004 08:26:00,,,,,,,,,,,,,,,,9.41,,,,,,,,,
ABS019,04SWE01068,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/22/2004 08:27:00,,,,,,,,,,,,,,,,9.39,,,,,,,,,
ABS019,04SWE01069,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/22/2004 08:28:00,,,,,,,,,,,,,,,,9.4,,,,,,,,,
ABS019,04SWE01070,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/22/2004 08:29:00,,,,,,,,,,,,,,,,9.39,,,,,,,,,
ABS019,04SWE01071,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/22/2004 08:30:00,,,,,,,,,,,,,,,,9.37,,,,,,,,,
ABS019,04SWE01072,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/22/2004 08:31:00,,,,,,,,,,,,,,,,9.22,,,,,,,,,
ABS019,04SWE02020,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,Lake Profile data from :Parks Field Data 2004.csv,08/18/2004 09:02:00,,,,,,,,,,,,,,,,7.62,,,,,,,,,
ABS019,04SWE02021,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/18/2004 09:04:00,,,,,,,,,,,,,,,,7.58,,,,,,,,,
ABS019,04SWE02022,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/18/2004 09:06:00,,,,,,,,,,,,,,,,7.56,,,,,,,,,
ABS019,04SWE02023,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/18/2004 09:08:00,,,,,,,,,,,,,,,,7.49,,,,,,,,,
ABS019,04SWE02024,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/18/2004 09:10:00,,,,,,,,,,,,,,,,7.51,,,,,,,,,
ABS019,04SWE02025,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/18/2004 09:12:00,,,,,,,,,,,,,,,,7.53,,,,,,,,,
